"Yn ystod y 2000, mae'r cyfrifiadau yn ymwneud â'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifiadau a'r cyfrifi",0.0,30.0
"a'r cyfrifiadau a'r cicred gwyrdd cergedg,",30.12,31.62
"y dyfyniad o anfolk,",31.66,33.94
"lawer mwy o arian cyrbid,",33.98,35.980000000000004
"nes ein fundament village,",36.02,38.32
"catoynaeth lle pirate-byc,",38.36,40.56
"cychwynrwydd llantebion nhos y Chewan,",40.6,42.519999999999996
Stansfieden a Rh dedication in the,42.56,44.9
Aquarium in Grenfelde.,44.94,46.94
Chwaraeon Great P anthropology,47.1,48.74
gilydd yr Aesndig,48.760000000000005,49.900000000000006
"yng Nghymru ar wens,",49.92,51.36
Llanfennin erin yn Gweeeeeeeeth,51.400000000000006,53.879999999999995
gorfforiaeth cymoetwriaeth,54.16,56.32
fel enw sg сог Narcol.,56.32,58.24
I'm all the light that leads me home,58.24,63.24
Tired of feeling lost,63.24,66.24000000000001
Tired of letting go,66.24000000000001,69.24000000000001
Tear the whole world down,69.24000000000001,72.24000000000001
Tear the whole world down,72.24000000000001,77.24000000000001
Failure,77.24000000000001,81.24000000000001
Drive the cloud away,81.24,90.24
We will fall from last to none,90.24,94.24
The dark before the dawn,94.24,97.24
The war will carry on,97.24,100.24
I'm all the light that leads me home,100.24,106.24
Tired of feeling lost,106.24,109.24
Tired of letting go,109.24,112.24
Tear the whole world down,112.24,115.24
Tear the whole world down,115.24,118.24
Tired of wasting breath,118.24,121.24
Tired of nothing left,121.24,124.24
Tear the whole world down,124.24,127.24
Tear the whole world down,127.24,132.24
Failure,132.24,137.24
Drive the cloud away,139.24,142.24
We will fall from last to none,142.24,145.24
The dark before the dawn,145.24,148.24
The war will carry on,148.24,151.24
I'm all the light that leads me home,151.24,155.24
Tired of feeling lost,155.24,158.24
Tired of letting go,158.24,161.24
Tear the whole world down,161.24,164.24
Tear the whole world down,164.24,168.24
Tired of nothing left,168.24,171.24
Tear the whole world down,171.24,174.24
Tear the whole world down,174.24,176.24
We bury the sunlight,176.24,179.24
We bury the sunlight,179.24,182.24
Failure,182.24,185.24
Failure,185.24,188.24
We bury the sunlight,188.24,191.24
We bury the sunlight,191.24,194.24
Failure,195.24,198.24
Failure,198.24,201.24
Failure,204.24,208.24
