"Hellboy Carter, time to strike a match and light up this juke joint.",0.0,12.6
"One, one, one by one, you hang them high.",13.040000000000001,17.04
Your hands are steady in your sleep at night.,17.36,20.62
How did you turn your heart to stone?,21.240000000000002,24.84
"I don't want them back, but I can't let go.",24.84,28.580000000000002
"Oh, hangman, answer me now.",28.58,32.48
"You owe me a debt, you stole him from me.",32.699999999999996,36.26
"I hated you once, I envy you now.",36.48,40.099999999999994
"Just tell me how, tell me how.",40.5,43.4
D.A. got that.,50.9,52.06
"Boy, she got that water.",52.78,54.58
Hangman got that water.,54.94,56.5
Don't act like you don't know.,56.68,58.22
"Giddy up, giddy up.",58.58,59.699999999999996
Don't pay me in gold.,60.64,62.12
"Giddy up, giddy up.",62.6,63.76
"Back outside, I'm on the road.",63.98,66.1
"Giddy up, giddy up.",66.4,67.36
"When the sun goes down,",67.64,69.96
you can hear her body howl.,70.03999999999999,73.56
I feel her eye in me like ow.,75.24,77.58
I want to say goodbye to me when a hangman coming down.,77.58,81.6
She's a tyrant.,81.86,83.3
"Every time I ride it, every time I ride it.",83.56,87.3
Make it look so good.,87.4,88.56
Try to justify it.,88.66,90.66
"Boy, you know they looking for me.",90.66,92.66
How we gonna hide it?,92.66,94.66
Ride it like hydraulics.,94.66,96.66
I am such a tyrant.,96.66,98.66
"Every time I ride it, every time I ride it.",98.66,102.66
I don't like to sit up in the saddle.,102.66,104.66
"Boy, I got it.",104.66,106.66
"Just relax, I got this.",106.66,108.66
I got that exotic.,108.66,110.66
"It's so, so hypnotic.",110.66,112.66
I am such a tyrant.,112.66,113.66
Send me some shots.,113.66,114.66
Are you with me or not?,114.66,116.66
Throw it back.,116.66,117.66
Shoot up the bar.,117.66,118.44
"To tell a lie, we don't remember nothing.",118.44,120.52
Stop.,120.52,121.44
Stop.,121.44,122.44
"Oh, city after me.",122.44,124.44
"I've seen a five, nine thick and fine.",124.44,126.44
What a tragedy.,126.44,128.44
"Hey, hey, riding you while we're trying to get away.",128.44,131.44
Riding you while we're trying to catch a wave.,131.44,133.44
That's so sexy and I know it.,133.44,135.44
And I ain't afraid to show it.,135.44,137.44
"Baby, I'm goaded.",137.44,138.44
"Baby, I'm glowing.",138.44,139.44
"Hey, hey, I'm a run, run.",139.44,141.44
Tap me on the shoulder when you reload the gun.,141.44,143.44
Tyrant.,143.44,144.44
"Every time I ride it, every time I ride it.",144.44,147.44
Make it look so good.,147.44,149.44
Try to justify it.,149.44,151.44
"Boy, you know they're looking for me.",151.44,153.44
How we gonna hide it?,153.44,155.44
Riding like hydraulics.,155.44,157.44
I am such a tyrant.,157.44,159.44
Did you get used to the haunting?,159.44,162.44
The wanting.,162.44,163.44
"The willing, the missing, the wanting.",163.44,165.44
The wanting.,165.44,166.44
Why are you sending me across the divide?,166.44,170.44
"Hang me, teach me how not to cry.",170.44,175.44
How not to cry.,175.44,179.44
How not to cry.,179.44,182.44
"Oh, she got that water.",182.44,184.44
Hangman got that water.,184.44,186.44
Don't act like you don't know.,186.44,188.44
"Giddy up, giddy up.",188.44,189.44
Hey!,189.44,190.44
Don't pay me in gold.,190.44,192.44
"Giddy up, giddy up.",192.44,193.44
Back outside.,193.44,194.44
I'm on the road.,194.44,195.44
"Giddy up, giddy up.",195.44,196.44
Hey!,196.44,197.44
When the sun goes down.,197.44,199.44
When the sun goes down.,199.44,200.44
"Giddy up, giddy up.",200.44,201.44
You can hear this body howl.,201.44,203.44
You can hear this body howl.,203.44,204.44
"Dig a dome, dig a dome.",204.44,205.44
"Dig a daddy can't leave me alone, leave me alone.",205.44,207.44
"Damn if I do, damn it if I don't.",207.44,209.44
Lady with a whip won't what she wanna want.,209.44,211.44
Okay.,211.44,212.44
Tyrant.,212.44,213.44
Every time I ride it.,213.44,214.44
Every time I ride it.,214.44,216.44
Make it look so good.,216.44,218.44
My boy's just a fighter.,218.44,220.44
"Boy, you know they looking for me.",220.44,222.44
I ain't gonna hide it.,222.44,224.44
Riding like hydraulics.,224.44,226.44
I am such a tyrant.,226.44,228.44
Every time I ride it.,228.44,230.44
Every time I ride it.,230.44,232.44
"Baby, I just don't sit up in the saddle.",232.44,234.44
"Boy, I got it.",234.44,235.44
"Just relax, I got this.",235.44,237.44
I got that exotic.,237.44,239.44
This hip so hypnotic.,239.44,241.44
I am such a tyrant.,241.44,243.44
And tell me now.,243.44,245.44
You owe me a debt.,245.44,247.44
You stole him from me.,247.44,249.44
I hated you once.,249.44,251.44
I envy you now.,251.44,253.44
Just tell me how.,253.44,255.44
Tell me how.,255.44,256.44
"Giddy up, giddy up.",256.44,257.44
