I met you when I had a dream,0.0,27.28
Not so long ago it seems,27.28,30.78
We closed down a million bars,30.78,33.800000000000004
"Yeah, you and me, we've come so far",33.800000000000004,36.86
You showed me how to write a song,36.86,40.1
"We wrote some right, we wrote some wrong",40.1,43.3
"I was down and out, you let me in",43.3,46.42
"And time, you were my only friend",46.42,49.8
"So long, Nashville, Tennessee",49.8,54.86
You can't have what you want,54.86,57.260000000000005
What's left of me,57.26,58.54
And as far as I can tell,58.54,61.339999999999996
"It's our time, I wish you well",61.339999999999996,64.9
"You built me up, you set me free",64.9,67.74
You tore down my memories,67.74,70.82
So you be you and I'll be me,70.82,74.32
"So long, Nashville, Tennessee",74.32,76.94
Now you won't miss me when I'm gone,87.26,93.60000000000001
You're custom-made for moving on,93.60000000000001,96.80000000000001
And time to time I'll pass you by,96.80000000000001,99.94
A face that I don't recognize,99.94,103.2
"And who knows, maybe it's from now",103.2,106.4
You'll be the one I think about,106.4,109.34
But I just can't imagine that,109.34,112.44
Cause I'm not one for looking back,112.44,115.68
"So long, Nashville, Tennessee",117.26,121.0
You can't have what's left of me,121.0,124.48
And as far as I can tell,124.48,127.28
"It's our time, I wish you well",127.28,130.84
"You built me up, you set me free",130.84,133.68
You tore down my memories,133.68,136.72
So you be you and I'll be me,136.72,140.18
"So long, Nashville, Tennessee",140.18,142.78
You can't have what's left of me,147.26,149.92
And as far as I can tell,149.92,152.01999999999998
"It's our time, I wish you well",152.01999999999998,155.01999999999998
"You built me up, you set me free",155.01999999999998,158.48
You tore down my memories,158.48,161.16
You're not who you used to be,161.16,164.29999999999998
But I'm not the same as you,164.29999999999998,166.44
You're not who you used to be,166.44,168.54
But I'm not the same as you,168.54,170.72
You tore down my memories,170.72,173.07999999999998
You tore down my memories,173.07999999999998,175.07999999999998
You tore down my memories,175.07999999999998,177.04
You tore down my memories,177.04,177.7
"So long, Nashville, Tennessee",177.7,180.42
You tore down my memories,207.04,209.35999999999999
