I,24.824,24.964
met,25.024,25.284
you,25.344,25.844
when,25.964,26.144
I,26.345,26.465
had,26.525,26.765
a,26.785,26.825
"dream,",26.865,27.185
not,28.205,28.465
so,28.505,28.725
long,28.785,29.366
ago,29.646,29.926
it,29.946,30.066
seems.,30.086,30.726
We,31.286,31.606
closed,31.646,32.086
down,32.146,32.627
a,32.707,32.827
million,32.887,33.267
bars.,33.287,33.747
"Yeah,",34.267,34.567
you,34.627,34.807
and,34.867,35.007
"me,",35.047,35.648
we've,35.668,35.988
come,36.008,36.268
so,36.308,36.488
far.,36.528,36.848
You,37.408,37.548
showed,37.588,37.948
me,37.988,38.248
how,38.348,38.969
to,38.989,39.089
write,39.109,39.409
a,39.429,39.489
song.,39.529,40.029
We,40.569,40.729
wrote,40.749,41.009
something,41.029,41.709
"right,",41.729,41.869
we,42.15,42.27
wrote,42.31,42.61
something,42.63,42.87
wrong.,42.89,43.33
I,43.61,43.69
was,43.71,43.83
down,43.91,44.55
and,44.59,44.67
"out,",45.01,45.231
you,45.251,45.451
let,45.491,45.711
me,45.751,45.911
in.,46.071,46.191
The,46.211,46.991
times,47.051,47.511
you,47.671,47.811
were,47.851,48.211
my,48.272,48.552
only,48.812,49.352
friend.,49.372,49.632
So,52.753,52.953
long,53.013,53.353
"Nashville,",53.413,54.314
Tennessee,54.354,55.094
You,55.975,56.095
can't,56.135,56.515
have,56.555,57.075
what's,57.155,57.395
left,57.535,57.836
of,57.996,58.056
me,58.136,58.456
And,59.176,59.296
as,59.356,59.456
far,59.496,60.237
as,60.397,60.497
I,60.617,60.697
can,60.737,60.857
tell,60.897,61.317
It's,62.318,62.478
our,62.658,62.798
"time,",62.878,63.478
I,63.558,63.658
wish,63.698,63.979
you,64.059,64.359
well,64.439,64.879
You,65.019,65.199
built,65.259,65.619
me,65.679,66.0
"up,",66.24,66.34
you,66.64,66.8
set,66.84,67.08
me,67.14,67.3
free,67.36,67.76
And,68.441,68.541
you,68.601,68.781
tore,68.821,69.181
down,69.241,69.741
my,69.841,70.081
memories,70.202,71.022
So,71.362,71.522
you,71.582,71.962
be,72.022,72.263
you,72.383,73.023
and,73.043,73.103
I'll,73.403,73.563
be,73.603,73.903
me,73.963,74.204
So,74.884,75.084
long,75.124,75.504
"Nashville,",75.544,76.465
Tennessee,76.525,77.045
Now,90.811,91.131
you,91.191,91.452
won't,91.512,91.912
miss,91.972,92.272
me,92.352,92.673
when,92.733,92.933
I'm,93.033,93.173
gone,93.233,93.553
You're,93.934,94.214
custom,94.294,94.734
made,94.795,95.455
for,95.675,95.835
moving,95.876,96.296
on,96.556,96.696
And,97.257,97.357
time,97.417,98.017
to,98.057,98.178
time,98.218,98.618
I'll,98.738,98.978
pass,99.018,99.299
you,99.359,99.479
by,99.539,99.799
A,99.819,99.839
face,99.859,101.1
that,101.18,101.44
I,101.581,101.701
don't,101.781,102.121
recognize,102.181,103.182
And,103.582,103.642
who,103.762,104.043
knows,104.103,104.463
maybe,104.523,105.144
it's,105.484,105.764
from,105.884,106.064
now,106.125,106.445
you'll,106.505,106.825
be,106.885,107.065
the,107.105,107.225
one,107.486,107.726
I,108.326,108.407
think,108.447,108.687
about,108.747,109.347
But,109.808,109.948
I,110.268,110.368
just,110.428,110.729
can't,110.769,111.349
imagine,111.369,112.01
that,112.05,112.29
Cause,112.31,113.191
I'm,113.351,113.531
not,113.591,113.811
one,114.212,114.552
for,114.712,114.872
looking,114.932,115.273
back,115.313,115.573
So,118.802,119.002
long,119.042,119.362
"Nashville,",119.422,120.362
Tennessee.,120.402,121.143
You,121.983,122.103
can't,122.143,122.503
have,122.543,123.063
what's,123.123,123.403
left,123.503,123.803
of,123.964,124.024
me.,124.104,124.424
And,125.144,125.264
as,125.324,125.404
far,125.444,126.224
as,126.364,126.464
I,126.584,126.644
can,126.684,126.824
"tell,",126.864,127.264
it's,128.245,128.405
our,128.605,128.745
time,128.805,129.425
I,129.485,129.585
wish,129.645,129.925
you,130.025,130.305
well.,130.385,130.805
You,130.986,131.146
built,131.186,131.546
me,131.626,131.966
"up,",132.166,132.286
you,132.586,132.746
set,132.786,133.046
me,133.066,133.246
free.,133.286,133.706
You,134.527,134.707
tore,134.747,135.087
down,135.147,135.607
my,135.747,135.987
memories.,136.127,136.927
So,137.247,137.427
you,137.487,137.827
be,137.907,138.168
you,138.268,138.808
and,138.948,139.048
I'll,139.248,139.428
be,139.448,139.768
me.,139.828,140.068
So,140.768,140.968
long,141.008,141.328
"Nashville,",141.368,142.269
Tennessee.,142.349,142.889
so,156.383,156.583
long,156.623,157.003
nashville,157.023,157.983
tennessee,158.003,158.603
you,159.564,159.704
can't,159.764,160.124
have,160.164,160.684
what's,160.744,161.084
left,161.164,161.444
of,161.604,161.684
me,161.744,162.064
and,162.784,162.924
as,162.984,163.064
far,163.104,163.745
as,164.005,164.085
i,164.205,164.265
can,164.305,164.445
tell,164.485,164.905
it's,165.845,166.005
our,166.205,166.345
time,166.405,167.005
i,167.085,167.205
wish,167.225,167.545
you,167.625,167.905
well,167.985,168.425
you,168.586,168.726
built,168.766,169.126
me,169.186,169.786
up,169.806,169.846
you,170.166,170.326
set,170.366,170.606
me,170.626,170.826
free,170.886,171.206
and,171.226,172.086
you,172.126,172.286
tore,172.326,172.666
down,172.726,173.246
my,173.346,173.587
memory,173.727,174.487
you're,175.067,175.447
not,175.507,175.827
who,175.887,176.407
you,176.487,176.607
used,176.747,177.007
to,177.067,177.187
be,177.247,177.587
so,178.388,178.568
long,178.608,178.948
nashville,178.988,179.848
tennessee,179.968,180.488
